adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/bODIl4B857k20AhrHylKzpLprk4.jpg,[18],10774,en,Network,"When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings.",27.98,/qZomlHsaALUtkFeMDwdYmwS2Pbo.jpg,1976-11-14,Network,False,7.824,1601
False,/eCynaAOgYYiw5yN5lBwz3IxqvaW.jpg,"[16, 10751]",12,en,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",92.125,/eHuGQ10FUzK1mdOY69wF5pGgEf5.jpg,2003-05-30,Finding Nemo,False,7.8,18578
False,/8iYqLiWWdapOWxxMimSqtfST2M1.jpg,"[878, 18, 10749]",31011,en,Mr. Nobody,"Nemo Nobody leads an ordinary existence with his wife and 3 children; one day, he wakes up as a mortal centenarian in the year 2092.",39.809,/qNkIONc4Rgmzo23ph7qWp9QfVnW.jpg,2009-11-06,Mr. Nobody,False,7.822,5656
False,/aH9KWmXFMamXkHMgLjnQmSYjScL.jpg,"[14, 12, 16, 10751]",10191,en,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",67.346,/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,2010-03-18,How to Train Your Dragon,False,7.822,12476
False,/sDNpacyIpSL8YRNkVR4qOmteXBX.jpg,"[18, 27, 53]",805,en,Rosemary's Baby,"A young couple, Rosemary and Guy, moves into an infamous New York apartment building, known by frightening legends and mysterious events, with the purpose of starting a family.",25.996,/nclYFGpVzfbiORO5ELVVdxzt9Vg.jpg,1968-06-12,Rosemary's Baby,False,7.822,3691
False,/pcBIabUibUmpOBggWckkjohXtiP.jpg,[18],11656,sv,Jungfrukällan,"Devout Christians Töre and Märeta send their only daughter, the virginal Karin, and their foster daughter, the unrepentant Ingeri, to deliver candles to a distant church. On their way through the woods, the girls encounter a group of savage goat herders who brutally rape and murder Karin as Ingeri remains hidden. When the killers unwittingly seek refuge in the farmhouse of Töre and Märeta, Töre plots a fitting revenge.",16.53,/z70YM3Y4pNYZATMhFMKonngaeMC.jpg,1960-02-08,The Virgin Spring,False,7.821,570
False,/zwgDZw9dyrgkYz2RCOb2HvUDlt2.jpg,"[18, 10749]",80,en,Before Sunset,"Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",20.503,/gycdE1ARByGQcK4fYR2mgpU6OO.jpg,2004-06-16,Before Sunset,False,7.8,3199
False,/y1giivdsGLyo1LCvlsL6mLKyTZ7.jpg,"[53, 18, 9648]",1018,en,Mulholland Drive,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",46.611,/tVxGt7uffLVhIIcwuldXOMpFBPX.jpg,2001-06-06,Mulholland Drive,False,7.82,5891
False,/6LtEzA3Umx9mc0lq1g8xOfluGPx.jpg,"[10752, 18, 36]",650031,da,Skyggen i mit øje,"On March 21st, 1945, the British Royal Air Force set out on a mission to bomb Gestapo's headquarters in Copenhagen. The raid had fatal consequences as some of the bombers accidentally targeted a school and more than 120 people were killed, 86 of whom were children.",22.612,/jCKvbH3a4V5IPoRAG85eDaniNqO.jpg,2021-10-28,The Shadow in My Eye,False,7.818,454
False,/9X7YweCJw3q8Mcf6GadxReFEksM.jpg,"[28, 18, 878]",263115,en,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",80.664,/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,2017-02-28,Logan,False,7.818,18503
False,/1GzNRA6kKW18EsL52vQVybUAu1v.jpg,"[18, 10749]",31056,pl,Krótki film o miłości,"19-year-old Tomek whiles away his lonely life by spying on his opposite neighbour Magda through binoculars. She's an artist in her mid-thirties, and appears to have everything - not least a constant stream of men at her beck and call. But when the two finally meet, they discover that they have a lot more in common than appeared at first sight...",10.552,/2sdDzstQtN0eMOtmqVmtUyknKeH.jpg,1988-08-21,A Short Film About Love,False,7.818,335
False,/xgDj56UWyeWQcxQ44f5A3RTWuSs.jpg,"[16, 35, 10751, 14]",2062,en,Ratatouille,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",115.919,/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,2007-06-28,Ratatouille,False,7.818,16296
False,/8FbbcmwmpGd7brfiC7f7lWFNGdi.jpg,"[18, 36]",314365,en,Spotlight,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",26.837,/olYvlO7lZLpUM62w1LYnAgdd6CD.jpg,2015-11-06,Spotlight,False,7.817,7944
False,/6MbFN88F27WvGC9WhAXq5KUIgTj.jpg,"[35, 18]",1675,fr,La Nuit américaine,"A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.",16.372,/s8TrKd8fNS5lfcnARaWMFUGjnL9.jpg,1973-05-24,Day for Night,False,7.817,568
False,/iiDGA97Kqt2dVU1deXQF06USBRu.jpg,"[18, 28, 53, 80, 9648]",10775,cn,無間道,"Chan Wing Yan, a young police officer, has been sent undercover as a mole in the local mafia. Lau Kin Ming, a young mafia member, infiltrates the police force. Years later, their older counterparts, Chen Wing Yan and Inspector Lau Kin Ming, respectively, race against time to expose the mole within their midst.",20.399,/gix9thDBXfjJ8M7rYbihqbQGBcP.jpg,2002-12-12,Infernal Affairs,False,7.8,1532
False,/1nR9mCsJD02j13wet0yAnVhEG6Y.jpg,"[18, 53]",71157,fr,Polisse,"Paris, France. Fred and his colleagues, members of the BPM, the Police Child Protection Unit, dedicated to pursuing all sorts of offenses committed against the weakest, must endure the scrutiny of Melissa, a photographer commissioned to graphically document the daily routine of the team.",12.698,/cKs3XSFVbFeZcH3g9geAvr6ApOl.jpg,2011-10-06,Polisse,False,7.813,1150
False,/5rrGVmRUuCKVbqUu41XIWTXJmNA.jpg,"[12, 14]",674,en,Harry Potter and the Goblet of Fire,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",103.589,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,2005-11-16,Harry Potter and the Goblet of Fire,False,7.813,19943
False,/sO70LyX3CHDNimbUwdGqL6pjrD3.jpg,"[18, 10402]",367412,en,Whiplash,"A ferocious, bullying music teacher teaches a dedicated student.",12.507,/dd0MyXqrgIi6s3CqFBMURXjUCEQ.jpg,2013-01-18,Whiplash,False,7.811,331
False,/cVPBT3FqKG3BPXlH4Hg54KHxnqQ.jpg,"[80, 53, 18]",934,fr,Du rififi chez les hommes,"Out of prison after a five-year stretch, jewel thief Tony turns down a quick job his friend Jo offers him, until he discovers that his old girlfriend Mado has become the lover of local gangster Pierre Grutter during Tony's absence. Expanding a minor smash-and-grab into a full-scale jewel heist, Tony and his crew appear to get away clean, but their actions after the job is completed threaten the lives of everyone involved.",10.254,/heVdAFNZUxXVmO6jiJcEHCvI5lK.jpg,1955-04-13,Rififi,False,7.811,516
False,/pO1SnM5a1fEsYrFaVZW78Wb0zRJ.jpg,"[16, 12, 10751, 35, 10770]",677638,en,We Bare Bears: The Movie,"When Grizz, Panda, and Ice Bear's love of food trucks and viral videos get out of hand, the brothers are now chased away from their home and embark on a trip to Canada, where they can live in peace.",29.557,/kPzcvxBwt7kEISB9O4jJEuBn72t.jpg,2020-06-30,We Bare Bears: The Movie,False,7.81,790
False,/dwzjaCNn4qzAY0Fu0AdqxhovSWE.jpg,"[80, 18]",359156,it,Non essere cattivo,"A story set in the 90s and in the outskirts of Rome to Ostia. A world where money, luxury cars, night clubs, cocaine and synthetic drugs are easy to run. A world in which Vittorio and Cesare, in their early twenties, act in search of their success.",9.31,/taSfNqBkM6fVexayWLKcqHxMg7a.jpg,2015-09-08,Don't Be Bad,False,7.809,940
False,/jkkw7YyfWO1Vc0i6YFU1JQef8DV.jpg,"[18, 28, 80]",47931,pt,Tropa de Elite 2,"After a bloody invasion of the BOPE in the High-Security Penitentiary Bangu 1 in Rio de Janeiro to control a rebellion of interns, the Lieutenant-Colonel Roberto Nascimento and the second in command Captain André Matias are accused by the Human Right Aids member Diogo Fraga of execution of prisoners. Matias is transferred to the corrupted Military Police and Nascimento is exonerated from the BOPE by the Governor.",31.186,/c7yCrf3PTSdp6RMGktZQhzFcFFM.jpg,2010-10-08,Elite Squad: The Enemy Within,False,7.809,1770
False,/lkivVsolS6RPCuy8wgHvixGRJcE.jpg,"[28, 18, 36, 10752]",11953,ja,影武者,"Akira Kurosawa's lauded feudal epic presents the tale of a petty thief who is recruited to impersonate Shingen, an aging warlord, in order to avoid attacks by competing clans. When Shingen dies, his generals reluctantly agree to have the impostor take over as the powerful ruler. He soon begins to appreciate life as Shingen, but his commitment to the role is tested when he must lead his troops into battle against the forces of a rival warlord.",20.84,/ag3sgXg27j8NTaIbWoODIFiikfw.jpg,1980-04-26,Kagemusha,False,7.809,605
False,/yukdRXb2bhpwDtCHKvQpQ0q77pd.jpg,"[18, 27]",136,en,Freaks,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",19.577,/fX2Wxd0W9E7eVClUd8kJTfennoV.jpg,1932-02-12,Freaks,False,7.808,1114
False,/17UicwOSvWjHUpT5arG20PoM66e.jpg,[35],25606,it,Fantozzi,"A good-natured but unlucky Italian is constantly going on a difficult situations, but never lose his mood.",10.923,/b3R1LWvraY6RJWfIu3aLXBF1ra8.jpg,1975-03-27,White Collar Blues,False,7.807,803
False,/zfDunJqllYI4V5XE2PkKo3mZk6x.jpg,"[80, 35]",107,en,Snatch,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",66.886,/56mOJth6DJ6JhgoE2jtpilVqJO.jpg,2000-09-01,Snatch,False,7.807,8622
False,/3kzqUA3PGrOsTAeoXsY8VIMGy8L.jpg,"[16, 35, 18, 10751, 10749]",393559,fr,Ma vie de courgette,"After his mother’s death, Zucchini is befriended by a kind police officer, Raymond, who accompanies him to his new foster home filled with other orphans his age. There, with the help of his newfound friends, Zucchini eventually learns to trust and love as he searches for a new family of his own.",18.277,/g91phMUr77Vw6uRmpIjH1hvZpov.jpg,2016-09-22,My Life as a Zucchini,False,7.807,1280
False,/mvyERNa0oNsBjbHqn5qSGMHk2FM.jpg,"[12, 18]",5915,en,Into the Wild,"After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.",49.859,/2MSGZEE6XZd2r4ODNziwAw7Hpw0.jpg,2007-09-21,Into the Wild,False,7.806,9247
False,/nFtkNsd01rYZMQGyZJos2pagOHD.jpg,"[18, 10749, 80]",1280,ko,빈집,"A young man, whose only possession is a motorcycle, spends his time riding around the city looking for empty apartments. After finding one, he hangs out for a while, fixing himself something to eat, washing laundry or making small repairs in return. He always tries to leave before the owners get back but in one ostensibly empty mansion he meets the abused wife of a rich man and she escapes with him.",19.323,/myv6rYCghzi2lyWJLbdhZM43JYK.jpg,2004-10-15,3-Iron,False,7.805,1077
False,/sKvQUSyqsFq8e1ts6oo3Xp3dPH2.jpg,"[16, 12, 35, 14]",585511,en,Luck,"Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.",102.963,/1HOYvwGFioUFL58UVvDRG6beEDm.jpg,2022-08-05,Luck,False,7.802,1588
False,/nZRxN3c9Hywlu5jh6mqLArIwShF.jpg,[18],56231,it,La classe operaia va in paradiso,"After losing a finger in a work accident, an Italian worker becomes increasingly involved in political and revolutionary groups.",9.691,/gulAszCUPjuBtDd6NudgLTBu3i5.jpg,1971-09-17,The Working Class Goes to Heaven,False,7.803,322
False,/lkdP7XOj3OnbeyVP79Rbxckkz5R.jpg,"[18, 36]",29458,it,I cento passi,"Peppino Impastato is a quick-witted lad growing up in 1970s Sicily. Despite hailing from a family with Mafia ties and living just one hundred steps from the house of local boss Tano Badalamenti, Peppino decides to expose the Mafia by using a pirate radio station to broadcast his political pronouncements in the form of ironic humour.",9.71,/dpQpjLslfQlpDv7eCVRDPQAKgqs.jpg,2000-09-01,One Hundred Steps,False,7.803,623
False,/p1XtUnWJrmVNqyhYJGIatMNt8C1.jpg,"[16, 878, 10402, 12]",11049,en,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,"Four talented alien musicians are kidnapped by a record producer who disguises them as humans. Shep, a space pilot in love with bass player Stella, follows them to Earth. Reprogrammed to forget their real identities and renamed The Crescendolls, the group quickly becomes a huge success playing soulless corporate pop. At a concert, Shep manages to free all the musicians except Stella, and the band sets out to rediscover who they really are -- and to rescue Stella.",12.877,/2lhOV8CCqsiGL1aIFvQzI0WLTek.jpg,2003-05-28,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,False,7.803,384
False,/3IkChGhTllTULVWht55UDFHTg6Q.jpg,"[18, 9648, 16, 878, 53]",4977,ja,パプリカ,"When a machine that allows therapists to enter their patient's dreams is stolen, all hell breaks loose. Only a young female therapist can stop it and recover it before damage is done: Paprika.",54.522,/bLUUr474Go1DfeN1HLjE3rnZXBq.jpg,2006-10-21,Paprika,False,7.803,2235
False,/p8TUKej4ka8FYAirpOoCy77t6yd.jpg,"[53, 18, 10752]",502,en,Fail Safe,Because of a technical defect an American bomber team mistakenly orders the destruction of Moscow. The President of the United States has but little time to prevent an atomic catastrophe from occurring.,13.659,/qrsj5hort5xkLOKw9NyraGMnlVP.jpg,1964-10-07,Fail Safe,False,7.8,360
False,/wEVSupeNO7EjjCFieEv2zt4oJei.jpg,"[35, 53, 80]",609242,es,El robo del siglo,"In 2006, a group of thieves performed what is considered one of the most famous and smart bank heists in the history of Argentina. How they robbed the Rio bank is as surprising as what happened afterwards. This is their story.",26.773,/1zL4VCVin4S8kOXhszMDqfwWPCM.jpg,2020-01-16,The Heist of the Century,False,7.802,744
False,/xkaeirZBfs9nfz2TJoFHxyOLCcC.jpg,[18],22683,en,Gifted Hands: The Ben Carson Story,Gifted Hands: The Ben Carson Story is a movie based on the life story of world-renowned neurosurgeon Ben Carson from 1961 to 1987.,35.439,/4NxxtiqezjUmUxoDTOjO5FeJvFt.jpg,2009-02-07,Gifted Hands: The Ben Carson Story,False,7.802,599
False,/vkzeh2G7Gwapo4J1eqGWRph2hCs.jpg,"[10752, 18, 36]",335578,da,Under sandet,"In the days following the surrender of Germany in May 1945, a group of young German prisoners of war is handed over to the Danish authorities and subsequently sent to the West Coast, where they are ordered to remove the more than two million mines that the Germans had placed in the sand along the coast. With their bare hands, crawling around in the sand, the boys are forced to perform the dangerous work under the leadership of a Danish sergeant.",15.282,/7TOYH2VDnYbXpBKlrkdQZUSC3Du.jpg,2015-12-03,Land of Mine,False,7.801,1331
False,/1KgXxv6tHXOnakqYvMPvFwYKWiw.jpg,"[12, 35, 14]",762,en,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",34.884,/nL8L8wdpxUf4NZW5PGB95WsKZue.jpg,1975-03-14,Monty Python and the Holy Grail,False,7.8,5491
False,/vArZOJCRavxiKqdXPn74VdQwn7d.jpg,"[18, 10749]",142,en,Brokeback Mountain,"Rodeo cowboy Jack and ranch hand Ennis are hired as sheepherders in 1963 Wyoming. One night on Brokeback Mountain, they spark a physical relationship. Though Ennis marries his longtime sweetheart and Jack marries a fellow rodeo rider, they keep up their tortured, sporadic love affair for 20 years.",49.89,/5UZ283LuT8ClE4Iqw3u4gGZizab.jpg,2005-09-10,Brokeback Mountain,False,7.801,6626
False,/ooN5xzaxFmf6EB66OzWUu4BIFgO.jpg,[18],113833,en,The Normal Heart,"The story of the onset of the HIV-AIDS crisis in New York City in the early 1980s, taking an unflinching look at the nation's sexual politics as gay activists and their allies in the medical community fight to expose the truth about the burgeoning epidemic to a city and nation in denial.",20.233,/3dfoCGiD61568Uu8wyiK7SMEZAu.jpg,2014-05-25,The Normal Heart,False,7.8,839
False,/9Ef8abhHjuqyCNlhscEohNXsLJj.jpg,[35],554590,es,Tod@s Caen,A pair of seducers try to prove who has the best techniques while trying not to fall in love with each other.,11.948,/maqsygPJvhESIOQGclUAEEWxNC.jpg,2019-08-30,Tod@s Caen,False,7.799,472
False,/fIwiFha3WPu5nHkBeMQ4GzEk0Hv.jpg,"[28, 12, 878]",545611,en,Everything Everywhere All at Once,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",91.501,/w3LxiVYdWWRvEVdn5RYq6jIqkb1.jpg,2022-03-24,Everything Everywhere All at Once,False,7.799,5888
False,/n9QCm8uagvmXH476u5qFQsW8HkU.jpg,"[35, 18, 28]",348892,hi,बजरंगी भाईजान,A young mute girl from Pakistan loses herself in India with no way to head back. A devoted man with a magnanimous spirit undertakes the task to get her back to her motherland and unite her with her family.,15.831,/rNfToRJw35h7a4y6HXGRgfkLvdc.jpg,2015-07-17,Bajrangi Bhaijaan,False,7.798,451
False,/ylqOWMU3nyZqg8hjJBG4EPdsGSk.jpg,"[53, 27]",49797,ko,악마를 보았다,"Kyung-chul is a dangerous psychopath who kills for pleasure. Soo-hyeon, a top-secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take vengeance against the killer, even if it means that he must become a monster himself.",36.344,/zp5NrmYp80axIGiEiYPmm1CW6uH.jpg,2010-08-12,I Saw the Devil,False,7.799,2372
False,/znLq5iyuMVvHwDdgZf6HyVUNjWB.jpg,"[80, 53, 18]",5511,fr,Le Samouraï,"After carrying out a flawlessly planned hit, Jef Costello, a contract killer with samurai instincts, finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him.",22.068,/2lpEMCo4ciowRZNou2Lh2VanMBo.jpg,1967-10-25,Le Samouraï,False,7.798,960
False,/wW7Wt5bXzPy4VOEE4LTIUDyDgBo.jpg,"[12, 14, 28]",22,en,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",369.919,/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,False,7.798,19818
False,/eAOOeqa14oCxgdKxLvpDYxCJhqQ.jpg,"[35, 10749]",52345,pt,Lisbela e o Prisioneiro,"Lisbela is a young woman who loves going to the movies. Leléu is a con man, going from town to town selling all sort of things and performing as master of ceremonies for some cheesy numbers, such as the woman who gets transformed into a gorilla. He gets involved with Linaura, a sexy and beautiful woman who happens to be the wife of the most frightening hitman of the place. The hitman finds out his wife's affair and goes after Leléu, who has to leave in a hurry. In another town, he meets and falls instantly in love with Lisbela, who is engaged to Douglas, a hillbilly who tries hard to pass for a cosmopolitan Rio de Janeiro dweller.",1.257,/nUM3SPRziINfGbh576EnGV1mWqz.jpg,2003-08-22,Lisbela and the Prisoner,False,7.797,367
False,/fI6X3Hd8KvtAuOKVdmxckdNzrx.jpg,"[80, 28, 53]",581528,ko,악인전,"After barely surviving a violent attack by an elusive serial killer, crime boss Jang Dong-su finds himself forming an unlikely partnership with local detective Jung Tae-seok to catch the sadistic killer simply known as K.",95.115,/oHlM4abRm6BzrRcz9Nup1uidw9H.jpg,2019-05-15,"The Gangster, the Cop, the Devil",False,7.795,970
False,/9T8sj5io4SGCBTHsk5H8LGcfKVe.jpg,"[10749, 18]",419478,en,Midnight Sun,"Katie, a 17-year-old, has been sheltered since childhood and confined to her house during the day by a rare disease that makes even the smallest amount of sunlight deadly. Fate intervenes when she meets Charlie and they embark on a summer romance.",36.011,/vPG2zEKPXhovPW9S91SRnwr5JM1.jpg,2018-03-22,Midnight Sun,False,7.795,3293
False,/dalc1aMjUNIvTOVt5ZHt2zv6cm0.jpg,"[10751, 35, 16, 12]",11621,ja,紅の豚,"In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.",40.115,/8mIvSvnVBApfORL9N6S38Q7wD6A.jpg,1992-07-18,Porco Rosso,False,7.795,3099
False,/wE5JGzujfvDPMIfFjJyrhXFjZLc.jpg,"[16, 10751, 35]",10193,en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",83.258,/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,2010-06-16,Toy Story 3,False,7.795,14146
False,/npoUm3stzUM2lR46ClLDwBZDaeZ.jpg,"[18, 35]",262,en,The King of Comedy,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",28.554,/3BM78deUfeZfShqPTblZuamgC8a.jpg,1982-12-18,The King of Comedy,False,7.794,2147
False,/rron9HAuS9s7zBF8iCX1tsafxUo.jpg,"[18, 10749]",666277,en,Past Lives,"Nora and Hae Sung, two childhood friends, are reunited in New York for one fateful week as they confront notions of destiny, love, and the choices that make a life.",88.831,/k3waqVXSnvCZWfJYNtdamTgTtTA.jpg,2023-06-02,Past Lives,False,7.788,1139
False,/qU4HDNKv7gjdlvMu74r70rISPwn.jpg,"[12, 16, 35, 10751]",10315,en,Fantastic Mr. Fox,"The Fantastic Mr. Fox, bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",53.11,/t5v2Zsb5sa6PSP9jMUWY4GdIb3c.jpg,2009-10-23,Fantastic Mr. Fox,False,7.794,5106
False,/nCl5KzxUs4rVVlAdixDf4r5AbbZ.jpg,"[18, 10749, 10752]",887,en,The Best Years of Our Lives,"It's the hope that sustains the spirit of every GI: the dream of the day when he will finally return home. For three WWII veterans, the day has arrived. But for each man, the dream is about to become a nightmare.",19.638,/gd5EoAU4MM57sW3vlWxJ0NMM8cV.jpg,1946-12-25,The Best Years of Our Lives,False,7.793,603
False,/8FQ0QCoyGHpPXRTsv2jaSqV5NRs.jpg,"[16, 10751, 35]",24480,en,Partly Cloudy,"Everyone knows that the stork delivers babies, but where do the storks get the babies from? The answer lies up in the stratosphere, where cloud people sculpt babies from clouds and bring them to life. Gus, a lonely and insecure grey cloud, is a master at creating ""dangerous"" babies. Crocodiles, porcupines, rams and more - Gus's beloved creations are works of art, but more than a handful for his loyal delivery stork partner, Peck. As Gus's creations become more and more rambunctious, Peck's job gets harder and harder. How will Peck manage to handle both his hazardous cargo and his friend's fiery temperament?",28.216,/oqYX2AJV53ibLVPrUZ1Z5XlGv5U.jpg,2009-05-28,Partly Cloudy,False,7.792,984
False,/fGbM2cqPauRu7ALFPSTDBH9FgpU.jpg,"[80, 9648, 53]",2118,en,L.A. Confidential,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,28.872,/lWCgf5sD5FpMljjpkRhcC8pXcch.jpg,1997-09-19,L.A. Confidential,False,7.79,4665
False,/doZEE6CiLM8Q1hu4Hqoxr4Pf2JA.jpg,[18],901563,fr,Close,"Thirteen-year-olds Léo and Rémi have always been close, but they drift apart after the intimacy of their relationship is questioned by schoolmates.",36.392,/hjoSRso1ZslGWHowrVtBIfNT56b.jpg,2022-11-01,Close,False,7.79,615
False,/lzWHmYdfeFiMIY4JaMmtR7GEli3.jpg,"[878, 12]",438631,en,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",368.536,/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,2021-09-15,Dune,False,7.79,10893
False,/qb6WoLJ9YtfhV7pgsTfUDlRYaCH.jpg,[18],84892,en,The Perks of Being a Wallflower,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",50.948,/aKCvdFFF5n80P2VdS7d8YBwbCjh.jpg,2012-09-20,The Perks of Being a Wallflower,False,7.79,10097
False,/aDMoJ8NlpyzWblxUnscHKCafvjP.jpg,"[16, 10751, 35]",13042,en,Presto,"Dignity. Poise. Mystery. We expect nothing less from the great turn-of-the-century magician, Presto. But when Presto neglects to feed his rabbit one too many times, the magician finds he isn't the only one with a few tricks up his sleeve!",17.664,/asmKQG2qhpVM1KD6x5kODAZPmZl.jpg,2008-06-27,Presto,False,7.79,945
False,/cBKEtKtTwXtRNbVQS1nxuO8ToJw.jpg,"[28, 80, 53]",938008,ko,더 킬러: 죽어도 되는 아이,"When retired hitman’s wife goes on vacation with her friend, she asks him to look after the friend's teenage daughter. Things go awry when he is forced to use a little violence to protect the girl from juvenile delinquents, but then they are found dead and the girl is kidnapped.",38.741,/5IQqdtTq1wH5YJynx86Ysi4sDVt.jpg,2022-07-13,The Killer,False,7.789,327
False,/nE3TrturcVMt71piGZoX40VEjgm.jpg,"[18, 10749, 36]",423612,de,Werk ohne Autor,"German artist Kurt Barnert has escaped East Germany and now lives in West Germany, but is tormented by his childhood under the Nazis and the GDR regime.",23.472,/fn0Tp9SG0IQ3Nx8iHPYPiseLMWd.jpg,2018-10-03,Never Look Away,False,7.789,645
False,/oCCvZEbqCCcALQtah8HJm9Ja4HT.jpg,[18],323272,en,War Room,"The family-friendly movie explores the transformational role prayer plays in the lives of the Jordan family. Tony and Elizabeth Jordan, a middle-class couple who seemingly have it all – great jobs, a beautiful daughter, their dream home. But appearances can be deceiving. In reality, the Jordan’s marriage has become a war zone and their daughter is collateral damage. With the help of Miss Clara, an older, wiser woman, Elizabeth discovers she can start fighting for her family instead of against them. Through a newly energized faith, Elizabeth and Tony’s real enemy doesn’t have a prayer.",31.65,/unxQeVUi5DH01r7ZNvAHwpvX7UK.jpg,2015-08-28,War Room,False,7.787,468
